accuracy,precision,recall,f1_score,cross_entropy,training_time
0.5086,0.5117022105852136,0.5085999999999999,0.5002349164021321,1.4036686021690996,1228.8080430030823
epoch,avg_loss,accuracy
0,2.0860520427582525,0.3493
1,1.922214808359298,0.3763
2,1.8596568701629794,0.4031
3,1.8279797167704763,0.4103
4,1.7991098498944964,0.4182
5,1.7738469530085519,0.434
6,1.7464849447505266,0.4374
7,1.7313234122373908,0.4478
8,1.7094138970337724,0.4541
9,1.7039400219770027,0.4579
10,1.6887093826712918,0.4605
11,1.67570312123745,0.4642
12,1.6701686965862943,0.465
13,1.6659042551584704,0.4689
14,1.6544684123881652,0.4709
15,1.641547432215541,0.4738
16,1.6365702731475888,0.4757
17,1.632941351783422,0.4806
18,1.6258732783337417,0.4794
19,1.621018749613516,0.4757
20,1.6197794456145849,0.4783
21,1.6174149438964973,0.4826
22,1.6088133855373008,0.4802
23,1.6009969442591878,0.4871
24,1.607649393470632,0.482
25,1.6010432594533863,0.4842
26,1.5973226922521093,0.487
27,1.594451929631954,0.4917
28,1.5902224287286646,0.4933
29,1.5967385504986518,0.4883
30,1.589977752207508,0.4932
31,1.5903026277389296,0.4895
32,1.5879923565650778,0.4891
33,1.5820423971833186,0.4926
34,1.580657257628672,0.4938
35,1.5865744522463507,0.4934
36,1.5840217867229343,0.4954
37,1.5759815874531056,0.4994
38,1.577849886027048,0.4935
39,1.578070357521002,0.4968
40,1.5767332001738876,0.4939
41,1.57413607922962,0.4918
42,1.5786971039962394,0.4914
43,1.5745660283661809,0.4979
44,1.572846200734931,0.5
45,1.5710597372825104,0.4995
46,1.5722965335332535,0.494
47,1.570476373030888,0.4945
48,1.5740566539807417,0.4963
49,1.568238776138642,0.4958
50,1.5724441253916552,0.4942
51,1.5719219478486604,0.498
52,1.5633963678692038,0.5002
53,1.5655906006241156,0.4937
54,1.566608272288204,0.497
55,1.5669882857124853,0.5009
56,1.5632571484856916,0.4987
57,1.566185904661253,0.4966
58,1.5623163023435767,0.4982
59,1.565962133127097,0.4977
60,1.5619730399454894,0.5025
61,1.5640788208551688,0.4994
62,1.562690254533431,0.4998
63,1.5602580278988387,0.4998
64,1.561234573084317,0.5041
65,1.5623656032766478,0.4953
66,1.5572020206302601,0.4977
67,1.5623417734486706,0.5021
68,1.5559856831071275,0.5006
69,1.5626903389770626,0.4996
70,1.5581897197084718,0.4979
71,1.558565999036656,0.4968
72,1.5586312275256775,0.501
73,1.5558441457970942,0.5013
74,1.5639975406306523,0.4984
75,1.5643497765852659,0.5012
76,1.5599526748479657,0.5008
77,1.5620387199508663,0.4985
78,1.555036415394749,0.4981
79,1.557215226130145,0.4964
80,1.5562636656836537,0.4964
81,1.557414828689203,0.5031
82,1.5545581959074237,0.5015
83,1.558442681451611,0.5015
84,1.5545957481443806,0.5059
85,1.55631788172605,0.502
86,1.5530130393973793,0.5017
87,1.5558218822677594,0.4987
88,1.554149151621148,0.5026
89,1.5527779743510912,0.5013
90,1.5540529801658742,0.4953
91,1.5533076217220638,0.4976
92,1.553311392642097,0.5012
93,1.5524195748144143,0.5067
94,1.5529825164777142,0.5007
95,1.5572795284355592,0.4957
96,1.5525738033791237,0.5055
97,1.5517298318284956,0.5049
98,1.5523384766049586,0.5049
99,1.5521482788941374,0.5006
100,1.5548405695437524,0.5038
101,1.5545428037800066,0.5043
102,1.5557671773849082,0.5025
103,1.5541580614619985,0.4993
104,1.5523716022831737,0.5027
105,1.5544474376206392,0.5043
106,1.550913628919072,0.5045
107,1.5492027083956017,0.5037
108,1.5516627251392332,0.5036
109,1.5502606116830715,0.5051
110,1.5571137397234498,0.5052
111,1.554805164084958,0.5019
112,1.5494200586938984,0.5002
113,1.551134764158056,0.5053
114,1.5482049896913936,0.4983
115,1.5514434519245075,0.5027
116,1.549546931951248,0.5043
117,1.5480027434322738,0.5005
118,1.5515169415116647,0.5056
119,1.5504209783182454,0.5018
120,1.5426548818752102,0.5027
121,1.5502674760920185,0.4978
122,1.5524109667367363,0.5002
123,1.5480494479424116,0.5007
124,1.5468826004147498,0.5014
125,1.54849695681326,0.5018
126,1.549341040320745,0.5002
127,1.5471851714234675,0.5024
128,1.547304459798433,0.5
129,1.5474903263127964,0.5
130,1.5520493781418478,0.4977
131,1.5477521149011448,0.5025
132,1.5429492964362597,0.5012
133,1.547330054829012,0.5039
134,1.5467397485544143,0.5017
135,1.550354315408076,0.5006
136,1.5470216267046888,0.5039
137,1.5519129957870688,0.5001
138,1.5466278295469837,0.503
139,1.5491953479789526,0.4981
140,1.5458486350483776,0.4994
141,1.546827075169371,0.4949
142,1.55159641450539,0.4988
143,1.5472956907315594,0.5005
144,1.5490842046674516,0.5043
145,1.5490620110693722,0.501
146,1.5465937565094212,0.5083
147,1.5465796203963567,0.502
148,1.5461123328263717,0.5067
149,1.5441048428920001,0.5007
150,1.542163207875487,0.503
151,1.544871148783333,0.5059
152,1.5480004566669134,0.5009
153,1.5460952709376912,0.5055
154,1.5474273933411282,0.5087
155,1.544706424170527,0.5068
156,1.5470364657939986,0.504
157,1.5413046018668666,0.5081
158,1.5480768950272605,0.5047
159,1.547606855984784,0.5018
160,1.5439923464607084,0.5012
161,1.5438765259772178,0.5038
162,1.5496620792186242,0.5021
163,1.5463733102295454,0.4988
164,1.5471689029970794,0.5011
165,1.5479735300951452,0.5051
166,1.5431758189548705,0.5023
167,1.5462006903302539,0.5026
168,1.5492305810890874,0.5093
169,1.5477901610341849,0.505
170,1.5474168557781278,0.5008
171,1.5433404131009645,0.5074
