accuracy,precision,recall,f1_score,cross_entropy,training_time
0.4534,0.46489776450723375,0.45339999999999997,0.44000040356412046,1.541807372119247,69.21976613998413
epoch,avg_loss,accuracy
0,2.078351067378344,0.3574
1,1.910057564435771,0.3794
2,1.8528755540416855,0.3999
3,1.818982820912625,0.4118
4,1.7901790518232827,0.4214
5,1.761388516842312,0.436
6,1.7455960022451797,0.4368
7,1.7272200632471737,0.4461
8,1.7079208064689184,0.453
9,1.6896010918633928,0.4534
